scenario,node,lon,lat
OSM_LARGE,423,-3.191487,55.949639
OSM_LARGE,424,-3.191457,55.94602
OSM_LARGE,425,-3.191457,55.951201
OSM_LARGE,426,-3.191446,55.950863
OSM_LARGE,427,-3.191428,55.945316
OSM_LARGE,428,-3.191423,55.951132
OSM_LARGE,429,-3.191421,55.948293
OSM_LARGE,430,-3.191393,55.946018
OSM_LARGE,431,-3.191384,55.950999
OSM_LARGE,432,-3.191375,55.950966
OSM_LARGE,433,-3.191366,55.948299
OSM_LARGE,434,-3.191364,55.946761
OSM_LARGE,435,-3.191361,55.945339
OSM_LARGE,436,-3.191355,55.9509
OSM_LARGE,437,-3.191342,55.946871
OSM_LARGE,438,-3.191316,55.94536
OSM_LARGE,439,-3.191315,55.94685
OSM_LARGE,440,-3.191294,55.950808
OSM_LARGE,441,-3.191286,55.946836
OSM_LARGE,442,-3.191283,55.947093
OSM_LARGE,443,-3.191282,55.950791
OSM_LARGE,444,-3.191279,55.945379
OSM_LARGE,445,-3.191275,55.950894
OSM_LARGE,446,-3.191272,55.946013
OSM_LARGE,447,-3.191259,55.950762
OSM_LARGE,448,-3.191258,55.946834
OSM_LARGE,449,-3.191253,55.945402
OSM_LARGE,450,-3.191231,55.945437
OSM_LARGE,451,-3.19123,55.946837
OSM_LARGE,452,-3.191228,55.950736
OSM_LARGE,453,-3.191218,55.95089
OSM_LARGE,454,-3.191212,55.945473
OSM_LARGE,455,-3.191203,55.946842
OSM_LARGE,456,-3.19119,55.945524
OSM_LARGE,457,-3.191186,55.947787
OSM_LARGE,458,-3.191181,55.949697
OSM_LARGE,459,-3.191179,55.947115
OSM_LARGE,460,-3.19116,55.945591
OSM_LARGE,461,-3.191157,55.945557
OSM_LARGE,462,-3.191152,55.950891
OSM_LARGE,463,-3.191148,55.945526
OSM_LARGE,464,-3.191134,55.946861
OSM_LARGE,465,-3.191133,55.945498
OSM_LARGE,466,-3.19112,55.945325
OSM_LARGE,467,-3.191119,55.950893
OSM_LARGE,468,-3.191115,55.945475
OSM_LARGE,469,-3.191094,55.945453
OSM_LARGE,470,-3.191091,55.947809
OSM_LARGE,471,-3.19109,55.942742
OSM_LARGE,472,-3.191088,55.946788
OSM_LARGE,473,-3.19108,55.950899
OSM_LARGE,474,-3.191075,55.945438
OSM_LARGE,475,-3.191068,55.945332
OSM_LARGE,476,-3.191063,55.943271
OSM_LARGE,477,-3.191062,55.946004
OSM_LARGE,478,-3.191046,55.945426
OSM_LARGE,479,-3.191039,55.946649
OSM_LARGE,480,-3.191029,55.946616
OSM_LARGE,481,-3.191021,55.95091
OSM_LARGE,482,-3.19102,55.946582
OSM_LARGE,483,-3.191019,55.946187
OSM_LARGE,484,-3.191013,55.94633
OSM_LARGE,485,-3.191013,55.946376
OSM_LARGE,486,-3.191012,55.946461
OSM_LARGE,487,-3.191011,55.946527
OSM_LARGE,488,-3.191009,55.945416
OSM_LARGE,489,-3.191,55.946267
OSM_LARGE,490,-3.190999,55.943957
OSM_LARGE,491,-3.190993,55.947158
OSM_LARGE,492,-3.190985,55.949731
OSM_LARGE,493,-3.190978,55.94632
OSM_LARGE,494,-3.19097,55.948338
OSM_LARGE,495,-3.190959,55.946351
OSM_LARGE,496,-3.190956,55.945406
OSM_LARGE,497,-3.190956,55.94828
OSM_LARGE,498,-3.190954,55.950923
OSM_LARGE,499,-3.190953,55.948266
OSM_LARGE,500,-3.190939,55.94665
OSM_LARGE,501,-3.190936,55.946383
OSM_LARGE,502,-3.190914,55.945353
OSM_LARGE,503,-3.190906,55.946409
OSM_LARGE,504,-3.1909,55.950935
OSM_LARGE,505,-3.190887,55.945403
OSM_LARGE,506,-3.190867,55.946433
OSM_LARGE,507,-3.190836,55.946563
OSM_LARGE,508,-3.190813,55.946448
OSM_LARGE,509,-3.190778,55.945406
OSM_LARGE,510,-3.190774,55.946525
OSM_LARGE,511,-3.190766,55.949761
OSM_LARGE,512,-3.190751,55.949151
OSM_LARGE,513,-3.190747,55.946456
OSM_LARGE,514,-3.190727,55.945194
OSM_LARGE,515,-3.190722,55.950972
